full_text,cleaned_text,tokenized_text,stopwords,stemmed_text
ditunggu ya po tapi aku beneran berharap film kalian sukses besar. soalnya kemarin pas jumbo si gibran kan numpang nampang tuh. nah kali ini siapa tau fufufafa yang akhirnya nongol. ,ditunggu ya po tapi aku beneran berharap film kalian sukses besar soalnya kemarin pas jumbo si gibran kan numpang nampang tuh nah kali ini siapa tau fufufafa yang akhirnya nongol,"['ditunggu', 'ya', 'po', 'tapi', 'aku', 'beneran', 'berharap', 'film', 'kalian', 'sukses', 'besar', 'soalnya', 'kemarin', 'pas', 'jumbo', 'si', 'gibran', 'kan', 'numpang', 'nampang', 'tuh', 'nah', 'kali', 'ini', 'siapa', 'tau', 'fufufafa', 'yang', 'akhirnya', 'nongol']","['ditunggu', 'ya', 'po', 'beneran', 'berharap', 'film', 'sukses', 'kemarin', 'pas', 'jumbo', 'si', 'gibran', 'numpang', 'nampang', 'tuh', 'kali', 'tau', 'fufufafa', 'nongol']",tunggu ya po beneran harap film sukses kemarin pas jumbo si gibran numpang nampang tuh kali tau fufufafa nongol
Aku bangga banget pas mereka masuk berita dan diliput TV lagi sediain konsumsi buat temen-temen yang ikut demo. Pas mereka ngadain nobar film Jumbo juga aku ikut donasi. Ada masalah internal apa sih? Senggak bisa itu kah diselesaikan dengan baik-baik dan kepala dingin?,aku bangga banget pas mereka masuk berita dan diliput tv lagi sediain konsumsi buat tementemen yang ikut demo pas mereka ngadain nobar film jumbo juga aku ikut donasi ada masalah internal apa sih senggak bisa itu kah diselesaikan dengan baikbaik dan kepala dingin,"['aku', 'bangga', 'banget', 'pas', 'mereka', 'masuk', 'berita', 'dan', 'diliput', 'tv', 'lagi', 'sediain', 'konsumsi', 'buat', 'tementemen', 'yang', 'ikut', 'demo', 'pas', 'mereka', 'ngadain', 'nobar', 'film', 'jumbo', 'juga', 'aku', 'ikut', 'donasi', 'ada', 'masalah', 'internal', 'apa', 'sih', 'senggak', 'bisa', 'itu', 'kah', 'diselesaikan', 'dengan', 'baikbaik', 'dan', 'kepala', 'dingin']","['bangga', 'banget', 'pas', 'masuk', 'berita', 'diliput', 'tv', 'sediain', 'konsumsi', 'tementemen', 'demo', 'pas', 'ngadain', 'nobar', 'film', 'jumbo', 'donasi', 'internal', 'sih', 'senggak', 'kah', 'diselesaikan', 'baikbaik', 'kepala', 'dingin']",bangga banget pas masuk berita liput tv ain konsumsi tementemen demo pas ngadain nobar film jumbo donasi internal sih senggak kah selesai baikbaik kepala dingin
@Adriandhy Merchandise jumbo knp ga bareng dgn film nya ?? Klo skrg dah berkurang hype nya...atau memang ga ngitung klo merchandise profit nya gede,merchandise jumbo kenapa tidak bareng dgn film nya klo skrg dah berkurang hype nyaatau memang tidak ngitung klo merchandise profit nya gede,"['merchandise', 'jumbo', 'kenapa', 'tidak', 'bareng', 'dgn', 'film', 'nya', 'klo', 'skrg', 'dah', 'berkurang', 'hype', 'nyaatau', 'memang', 'tidak', 'ngitung', 'klo', 'merchandise', 'profit', 'nya', 'gede']","['merchandise', 'jumbo', 'bareng', 'dgn', 'film', 'nya', 'klo', 'skrg', 'dah', 'berkurang', 'hype', 'nyaatau', 'ngitung', 'klo', 'merchandise', 'profit', 'nya', 'gede']",merchandise jumbo bareng dgn film nya klo skrg dah kurang hype nyaatau ngitung klo merchandise profit nya gede
Salah satu kegagalan Snyderverse adalah gak menancapkan legacy Superman ke para anak kecil di dunia. Kalah jauh lhah Superman sekarang &amp; sama legacy film Jumbo ke anak-anak Indonesia. Emang klo pengen disukai anak-anak tuh Superman harus pake kolor di luar.,salah satu kegagalan snyderverse adalah tidak menancapkan legacy superman ke para anak kecil di dunia kalah jauh lhah superman sekarang amp sama legacy film jumbo ke anakanak indonesia emang klo pengen disukai anakanak tuh superman harus pake kolor di luar,"['salah', 'satu', 'kegagalan', 'snyderverse', 'adalah', 'tidak', 'menancapkan', 'legacy', 'superman', 'ke', 'para', 'anak', 'kecil', 'di', 'dunia', 'kalah', 'jauh', 'lhah', 'superman', 'sekarang', 'amp', 'sama', 'legacy', 'film', 'jumbo', 'ke', 'anakanak', 'indonesia', 'emang', 'klo', 'pengen', 'disukai', 'anakanak', 'tuh', 'superman', 'harus', 'pake', 'kolor', 'di', 'luar']","['salah', 'kegagalan', 'snyderverse', 'menancapkan', 'legacy', 'superman', 'anak', 'dunia', 'kalah', 'lhah', 'superman', 'amp', 'legacy', 'film', 'jumbo', 'anakanak', 'indonesia', 'emang', 'klo', 'pengen', 'disukai', 'anakanak', 'tuh', 'superman', 'pake', 'kolor']",salah gagal snyderverse tancap legacy superman anak dunia kalah lhah superman amp legacy film jumbo anakanak indonesia emang klo ken suka anakanak tuh superman pake kolor
 Hai! Aku sedang coba bangun blog tentang film. Aku butuh bantuan kamu untuk kasih komentar jujur di artikel ini Ulasan filmnya bisa kamu cek di sini https://t.co/bTmDvuCVBd,hai aku sedang coba bangun blog tentang film aku butuh bantuan kamu untuk kasih komentar jujur di artikel ini ulasan filmnya bisa kamu cek di sini,"['hai', 'aku', 'sedang', 'coba', 'bangun', 'blog', 'tentang', 'film', 'aku', 'butuh', 'bantuan', 'kamu', 'untuk', 'kasih', 'komentar', 'jujur', 'di', 'artikel', 'ini', 'ulasan', 'filmnya', 'bisa', 'kamu', 'cek', 'di', 'sini']","['hai', 'coba', 'bangun', 'blog', 'film', 'butuh', 'bantuan', 'kasih', 'komentar', 'jujur', 'artikel', 'ulasan', 'filmnya', 'cek']",hai coba bangun blog film butuh bantu kasih komentar jujur artikel ulas film cek
@saudaradina @Adriandhy Aboorijal Bakery adalah toko roti fiktif dalam film animasi Indonesia Jumbo (2025) yang berlatar di Kampung Seruni. Nama Aboorijal adalah plesetan lucu dari kata original sering dipakai dalam komedi Indonesia untuk meniru pengucapan yang salah agar terdengar mewah. ,aboorijal bakery adalah toko roti fiktif dalam film animasi indonesia jumbo 2025 yang berlatar di kampung seruni nama aboorijal adalah plesetan lucu dari kata original sering dipakai dalam komedi indonesia untuk meniru pengucapan yang salah agar terdengar mewah,"['aboorijal', 'bakery', 'adalah', 'toko', 'roti', 'fiktif', 'dalam', 'film', 'animasi', 'indonesia', 'jumbo', '2025', 'yang', 'berlatar', 'di', 'kampung', 'seruni', 'nama', 'aboorijal', 'adalah', 'plesetan', 'lucu', 'dari', 'kata', 'original', 'sering', 'dipakai', 'dalam', 'komedi', 'indonesia', 'untuk', 'meniru', 'pengucapan', 'yang', 'salah', 'agar', 'terdengar', 'mewah']","['aboorijal', 'bakery', 'toko', 'roti', 'fiktif', 'film', 'animasi', 'indonesia', 'jumbo', '2025', 'berlatar', 'kampung', 'seruni', 'nama', 'aboorijal', 'plesetan', 'lucu', 'original', 'dipakai', 'komedi', 'indonesia', 'meniru', 'pengucapan', 'salah', 'terdengar', 'mewah']",aboorijal bakery toko roti fiktif film animasi indonesia jumbo 2025 latar kampung seruni nama aboorijal plesetan lucu original pakai komedi indonesia tiru ucap salah dengar mewah
WTS Promo Tiket B1G1 CINEPOLIS Bisa Semua Film Harga 1 tiket + 20K = 2 tiket ï¸ CGV diskon 3K/Tiket Promo GJLS Final Destination MI Jumbo Lilo Stitch Ballerina How to train ur dragon Gowok Hifive Bring Her Back Keluarga Super Irit Stok Terbatas ï¸ #zonauang https://t.co/DLHOtnqLIO,wts promo tiket b1g1 cinepolis bisa semua film harga 1 tiket 20k 2 tiket cgv diskon 3ktiket promo gjls final destination mi jumbo lilo stitch ballerina how to train ur dragon gowok hifive bring her back keluarga super irit stok terbatas,"['wts', 'promo', 'tiket', 'b1g1', 'cinepolis', 'bisa', 'semua', 'film', 'harga', '1', 'tiket', '20k', '2', 'tiket', 'cgv', 'diskon', '3ktiket', 'promo', 'gjls', 'final', 'destination', 'mi', 'jumbo', 'lilo', 'stitch', 'ballerina', 'how', 'to', 'train', 'ur', 'dragon', 'gowok', 'hifive', 'bring', 'her', 'back', 'keluarga', 'super', 'irit', 'stok', 'terbatas']","['wts', 'promo', 'tiket', 'b1g1', 'cinepolis', 'film', 'harga', '1', 'tiket', '20k', '2', 'tiket', 'cgv', 'diskon', '3ktiket', 'promo', 'gjls', 'final', 'destination', 'mi', 'jumbo', 'lilo', 'stitch', 'ballerina', 'how', 'to', 'train', 'ur', 'dragon', 'gowok', 'hifive', 'bring', 'her', 'back', 'keluarga', 'super', 'irit', 'stok', 'terbatas']",wts promo tiket b1g1 cepol film harga 1 tiket 20k 2 tiket cgv diskon 3ktiket promo gjls final destination mi jumbo lilo stitch ballerina how to train ur dragon gowok hifive bring her back keluarga super irit stok batas
Tau kalo aku ajakin atau kakak ku ajkin pasti kita yg bayar ga mungkin kita biarin anak 9 taun kaya dia bayar sendiri. Makanya dia ga pernah minta ini itu. Sekarang aku nyesel karna film jumbo udh ga tayang tapi dia belum nonton. Fyi aku ga akan pernah nonton film kalo ga,tau kalo aku ajakin atau kakak ku ajkin pasti kita yang bayar tidak mungkin kita biarin anak 9 taun kaya dia bayar sendiri makanya dia tidak pernah minta ini itu sekarang aku nyesel karna film jumbo udh tidak tayang tapi dia belum nonton fyi aku tidak akan pernah nonton film kalo tidak,"['tau', 'kalo', 'aku', 'ajakin', 'atau', 'kakak', 'ku', 'ajkin', 'pasti', 'kita', 'yang', 'bayar', 'tidak', 'mungkin', 'kita', 'biarin', 'anak', '9', 'taun', 'kaya', 'dia', 'bayar', 'sendiri', 'makanya', 'dia', 'tidak', 'pernah', 'minta', 'ini', 'itu', 'sekarang', 'aku', 'nyesel', 'karna', 'film', 'jumbo', 'udh', 'tidak', 'tayang', 'tapi', 'dia', 'belum', 'nonton', 'fyi', 'aku', 'tidak', 'akan', 'pernah', 'nonton', 'film', 'kalo', 'tidak']","['tau', 'kalo', 'ajakin', 'kakak', 'ku', 'ajkin', 'bayar', 'biarin', 'anak', '9', 'taun', 'kaya', 'bayar', 'nyesel', 'karna', 'film', 'jumbo', 'udh', 'tayang', 'nonton', 'fyi', 'nonton', 'film', 'kalo']",tau kalo ajakin kakak ku ajkin bayar biarin anak 9 taun kaya bayar nyesel karna film jumbo udh tayang nonton fyi nonton film kalo
Film jumbo. Aku ga kepikiran buat ngajakin dia. Adikku emang bukan tipe orang yang maksain mau nonton tapi dia beberapa kali ngode gitu dg sering bilang 'jumbo si tentang apa?' Tapi ga pernah minta buat nonton. Kondisi keluargaku sekarang emang lagi baik ekonominya. Dan dia,film jumbo aku tidak kepikiran buat ngajakin dia adikku emang bukan tipe orang yang maksain mau nonton tapi dia beberapa kali ngode gitu dengan sering bilang jumbo si tentang apa tapi tidak pernah minta buat nonton kondisi keluargaku sekarang emang lagi baik ekonominya dan dia,"['film', 'jumbo', 'aku', 'tidak', 'kepikiran', 'buat', 'ngajakin', 'dia', 'adikku', 'emang', 'bukan', 'tipe', 'orang', 'yang', 'maksain', 'mau', 'nonton', 'tapi', 'dia', 'beberapa', 'kali', 'ngode', 'gitu', 'dengan', 'sering', 'bilang', 'jumbo', 'si', 'tentang', 'apa', 'tapi', 'tidak', 'pernah', 'minta', 'buat', 'nonton', 'kondisi', 'keluargaku', 'sekarang', 'emang', 'lagi', 'baik', 'ekonominya', 'dan', 'dia']","['film', 'jumbo', 'kepikiran', 'ngajakin', 'adikku', 'emang', 'tipe', 'orang', 'maksain', 'nonton', 'kali', 'ngode', 'gitu', 'bilang', 'jumbo', 'si', 'nonton', 'kondisi', 'keluargaku', 'emang', 'ekonominya']",film jumbo pikir ngajakin adik emang tipe orang maksain nonton kali ngode gitu bilang jumbo si nonton kondisi keluarga emang ekonomi
eps 2 pt 1 @AlloBankID : Day 2 sedikit demi sedikit engkau akan berteman baik selain treasure aku mau nyanyi brng Prince Poetiray. alasannya krn ponakanku yg di kalimantan suka bgt sm film jumbo hadiah buat dia krn bln ini ultah. #PasBuatKamu #AlloBankFestival2025,eps 2 pt 1 day 2 sedikit demi sedikit engkau akan berteman baik selain treasure aku mau nyanyi brng prince poetiray alasannya krn ponakanku yang di kalimantan suka banget sm film jumbo hadiah buat dia krn bln ini ultah,"['eps', '2', 'pt', '1', 'day', '2', 'sedikit', 'demi', 'sedikit', 'engkau', 'akan', 'berteman', 'baik', 'selain', 'treasure', 'aku', 'mau', 'nyanyi', 'brng', 'prince', 'poetiray', 'alasannya', 'krn', 'ponakanku', 'yang', 'di', 'kalimantan', 'suka', 'banget', 'sm', 'film', 'jumbo', 'hadiah', 'buat', 'dia', 'krn', 'bln', 'ini', 'ultah']","['eps', '2', 'pt', '1', 'day', '2', 'engkau', 'berteman', 'treasure', 'nyanyi', 'brng', 'prince', 'poetiray', 'alasannya', 'krn', 'ponakanku', 'kalimantan', 'suka', 'banget', 'sm', 'film', 'jumbo', 'hadiah', 'krn', 'bln', 'ultah']",eps 2 pt 1 day 2 engkau teman treasure nyanyi brng prince poetiray alas krn ponakan kalimantan suka banget sm film jumbo hadiah krn bln ultah
@Adriandhy Min adain film jumbo di Netflix @NetflixID mau rewatch 100x,min adain film jumbo di netflix mau rewatch 100x,"['min', 'adain', 'film', 'jumbo', 'di', 'netflix', 'mau', 'rewatch', '100x']","['min', 'adain', 'film', 'jumbo', 'netflix', 'rewatch', '100x']",min adain film jumbo netflix rewatch 100x
@bicaraboxoffice @VisinemaID @jumbofilm_id @Adriandhy Bangga jadi bagian dari 10 juta lebih penonton.. Klo dlu core memory mamaknya adalah film Petualangan Sherina sekarang core memory anaknya film Jumbo.. OST ny sdh hapal sebelum film tayang pula.. I'm sooooo happy... ð®ð©ð®ð©ð®ð©,bangga jadi bagian dari 10 juta lebih penonton klo dlu core memory mamaknya adalah film petualangan sherina sekarang core memory anaknya film jumbo ost ny sudah hapal sebelum film tayang pula im sooooo happy,"['bangga', 'jadi', 'bagian', 'dari', '10', 'juta', 'lebih', 'penonton', 'klo', 'dlu', 'core', 'memory', 'mamaknya', 'adalah', 'film', 'petualangan', 'sherina', 'sekarang', 'core', 'memory', 'anaknya', 'film', 'jumbo', 'ost', 'ny', 'sudah', 'hapal', 'sebelum', 'film', 'tayang', 'pula', 'im', 'sooooo', 'happy']","['bangga', '10', 'juta', 'penonton', 'klo', 'dlu', 'core', 'memory', 'mamaknya', 'film', 'petualangan', 'sherina', 'core', 'memory', 'anaknya', 'film', 'jumbo', 'ost', 'ny', 'hapal', 'film', 'tayang', 'im', 'sooooo', 'happy']",bangga 10 juta tonton klo dlu core memory mamak film tualang sherina core memory anak film jumbo ost ny hapal film tayang im sooooo happy
@bangghulam @cinepoint_ diawal jumbo 60 ribuan karena masih baru beda GJLS sudah famous makanya ketika launching langsung Joss jumbo menjadi film lebaran alternatif dimana kompetitornya horror dan perselingkuhan sampai dapat 1 JT di 1 Minggu pertama,diawal jumbo 60 ribuan karena masih baru beda gjls sudah famous makanya ketika launching langsung joss jumbo menjadi film lebaran alternatif dimana kompetitornya horror dan perselingkuhan sampai dapat 1 jt di 1 minggu pertama,"['diawal', 'jumbo', '60', 'ribuan', 'karena', 'masih', 'baru', 'beda', 'gjls', 'sudah', 'famous', 'makanya', 'ketika', 'launching', 'langsung', 'joss', 'jumbo', 'menjadi', 'film', 'lebaran', 'alternatif', 'dimana', 'kompetitornya', 'horror', 'dan', 'perselingkuhan', 'sampai', 'dapat', '1', 'jt', 'di', '1', 'minggu', 'pertama']","['diawal', 'jumbo', '60', 'ribuan', 'beda', 'gjls', 'famous', 'launching', 'langsung', 'joss', 'jumbo', 'film', 'lebaran', 'alternatif', 'dimana', 'kompetitornya', 'horror', 'perselingkuhan', '1', 'jt', '1', 'minggu']",awal jumbo 60 ribu beda gjls famous launching langsung joss jumbo film lebaran alternatif mana kompetitor horror selingkuh 1 jt 1 minggu
Hari ke-75 Jum'at (13/6) film Jumbo sudah keluar dari bioskop Java Supermall. Masih ada 2 bioskop. #Semarang #kofindo,hari ke75 jumat 136 film jumbo sudah keluar dari bioskop java supermall masih ada 2 bioskop,"['hari', 'ke75', 'jumat', '136', 'film', 'jumbo', 'sudah', 'keluar', 'dari', 'bioskop', 'java', 'supermall', 'masih', 'ada', '2', 'bioskop']","['ke75', 'jumat', '136', 'film', 'jumbo', 'bioskop', 'java', 'supermall', '2', 'bioskop']",ke75 jumat 136 film jumbo bioskop java supermall 2 bioskop
[Hari 75#] Jadwal pemutaran film Jumbo Jum'at (13/6): Mangkang 11:50 Citra 14:35 18:55*,hari 75 jadwal pemutaran film jumbo jumat 136 mangkang 1150 citra 1435 1855,"['hari', '75', 'jadwal', 'pemutaran', 'film', 'jumbo', 'jumat', '136', 'mangkang', '1150', 'citra', '1435', '1855']","['75', 'jadwal', 'pemutaran', 'film', 'jumbo', 'jumat', '136', 'mangkang', '1150', 'citra', '1435', '1855']",75 jadwal putar film jumbo jumat 136 mangkang 1150 citra 1435 1855
Turut senang film Jumbo bisa sesukses ini tapi maaf sekali bang ryan hidup saya yang lagi ngalor ngidul ini tidak dapat menyempatkan diri buat nonton ,turut senang film jumbo bisa sesukses ini tapi maaf sekali bang ryan hidup saya yang lagi ngalor ngidul ini tidak dapat menyempatkan diri buat nonton,"['turut', 'senang', 'film', 'jumbo', 'bisa', 'sesukses', 'ini', 'tapi', 'maaf', 'sekali', 'bang', 'ryan', 'hidup', 'saya', 'yang', 'lagi', 'ngalor', 'ngidul', 'ini', 'tidak', 'dapat', 'menyempatkan', 'diri', 'buat', 'nonton']","['senang', 'film', 'jumbo', 'sesukses', 'maaf', 'bang', 'ryan', 'hidup', 'ngalor', 'ngidul', 'menyempatkan', 'nonton']",senang film jumbo sukses maaf bang ryan hidup ngalor ngidul sempat nonton
@Rigensih harusnya bisa setara jumbo lah ya bang penontonnya mengingat film gjls kan jumbo nya ada 3 ,harusnya bisa setara jumbo lah ya bang penontonnya mengingat film gjls kan jumbo nya ada 3,"['harusnya', 'bisa', 'setara', 'jumbo', 'lah', 'ya', 'bang', 'penontonnya', 'mengingat', 'film', 'gjls', 'kan', 'jumbo', 'nya', 'ada', '3']","['setara', 'jumbo', 'ya', 'bang', 'penontonnya', 'film', 'gjls', 'jumbo', 'nya', '3']",tara jumbo ya bang tonton film gjls jumbo nya 3
@Adriandhy oot tapi gw bangga jumbo masuk top 1 film indo seseneng itu,oot tapi gw bangga jumbo masuk top 1 film indo seseneng itu,"['oot', 'tapi', 'gw', 'bangga', 'jumbo', 'masuk', 'top', '1', 'film', 'indo', 'seseneng', 'itu']","['oot', 'gw', 'bangga', 'jumbo', 'masuk', 'top', '1', 'film', 'indo', 'seseneng']",oot gw bangga jumbo masuk top 1 film indo neng
another tweet about GJLS and jumbo tapi baru sadar kalo semester ini gue udah (dan cuma) nonton dua film indo yang sangat sangat magis bedanya yang satu magisnya kayak sihir peri di dongeng masa kecil yang satu lagi magisnya macem sihir dukun santet https://t.co/QypOozqKGv,another tweet about gjls and jumbo tapi baru sadar kalo semester ini gue udah dan cuma nonton dua film indo yang sangat sangat magis bedanya yang satu magisnya kayak sihir peri di dongeng masa kecil yang satu lagi magisnya macem sihir dukun santet,"['another', 'tweet', 'about', 'gjls', 'and', 'jumbo', 'tapi', 'baru', 'sadar', 'kalo', 'semester', 'ini', 'gue', 'udah', 'dan', 'cuma', 'nonton', 'dua', 'film', 'indo', 'yang', 'sangat', 'sangat', 'magis', 'bedanya', 'yang', 'satu', 'magisnya', 'kayak', 'sihir', 'peri', 'di', 'dongeng', 'masa', 'kecil', 'yang', 'satu', 'lagi', 'magisnya', 'macem', 'sihir', 'dukun', 'santet']","['another', 'tweet', 'about', 'gjls', 'and', 'jumbo', 'sadar', 'kalo', 'semester', 'gue', 'udah', 'nonton', 'film', 'indo', 'magis', 'bedanya', 'magisnya', 'kayak', 'sihir', 'peri', 'dongeng', 'magisnya', 'macem', 'sihir', 'dukun', 'santet']",another tweet about gjls and jumbo sadar kalo semester gue udah nonton film indo magis beda magis kayak sihir peri dongeng magis macem sihir dukun santet
Hahahahah kasian banget penonton Indonesia udah diusahain dipinterin melalui Jumbo lalu kemudian dibalikin jadi goblok sama GJLS. Tolong bocorin gimana caranya meyakinkan investor dengan ide film ginian plissssss ..... Gue pikir Kuyup udah yang paling tergoblok dari GJLS https://t.co/QHd1YKpJRX,hahahahah kasian banget penonton indonesia udah diusahain dipinterin melalui jumbo lalu kemudian dibalikin jadi goblok sama gjls tolong bocorin gimana caranya meyakinkan investor dengan ide film ginian plissssss gue pikir kuyup udah yang paling tergoblok dari gjls,"['hahahahah', 'kasian', 'banget', 'penonton', 'indonesia', 'udah', 'diusahain', 'dipinterin', 'melalui', 'jumbo', 'lalu', 'kemudian', 'dibalikin', 'jadi', 'goblok', 'sama', 'gjls', 'tolong', 'bocorin', 'gimana', 'caranya', 'meyakinkan', 'investor', 'dengan', 'ide', 'film', 'ginian', 'plissssss', 'gue', 'pikir', 'kuyup', 'udah', 'yang', 'paling', 'tergoblok', 'dari', 'gjls']","['hahahahah', 'kasian', 'banget', 'penonton', 'indonesia', 'udah', 'diusahain', 'dipinterin', 'jumbo', 'dibalikin', 'goblok', 'gjls', 'tolong', 'bocorin', 'gimana', 'investor', 'ide', 'film', 'ginian', 'plissssss', 'gue', 'pikir', 'kuyup', 'udah', 'tergoblok', 'gjls']",hahahahah kasi banget tonton indonesia udah diusahain dipinterin jumbo dibalikin goblok gjls tolong bocorin gimana investor ide film ginian plissssss gue pikir kuyup udah goblok gjls
@SIRSANGWON Aight bruh. I got it. The moment air dinginnya hits kaki all problems just vanished. Lucu banget u tuh kayak Nurman di film Jumbo suka banget nyatet-nyatet. YESS INDAHNYA SAMSAT SORE HARII.,aight bruh i got it the moment air dinginnya hits kaki all problems just vanished lucu banget u tuh kayak nurman di film jumbo suka banget nyatetnyatet yess indahnya samsat sore harii,"['aight', 'bruh', 'i', 'got', 'it', 'the', 'moment', 'air', 'dinginnya', 'hits', 'kaki', 'all', 'problems', 'just', 'vanished', 'lucu', 'banget', 'u', 'tuh', 'kayak', 'nurman', 'di', 'film', 'jumbo', 'suka', 'banget', 'nyatetnyatet', 'yess', 'indahnya', 'samsat', 'sore', 'harii']","['aight', 'bruh', 'i', 'got', 'it', 'the', 'moment', 'air', 'dinginnya', 'hits', 'kaki', 'all', 'problems', 'just', 'vanished', 'lucu', 'banget', 'u', 'tuh', 'kayak', 'nurman', 'film', 'jumbo', 'suka', 'banget', 'nyatetnyatet', 'yess', 'indahnya', 'samsat', 'sore', 'harii']",aight bruh i got it the moment air dingin hits kaki all problems just vanished lucu banget u tuh kayak nurman film jumbo suka banget nyatetnyatet yess indah samsat sore hari
@ekowboy2 Segera borong tiketnya saya harap melebihi film jumbo.,segera borong tiketnya saya harap melebihi film jumbo,"['segera', 'borong', 'tiketnya', 'saya', 'harap', 'melebihi', 'film', 'jumbo']","['borong', 'tiketnya', 'harap', 'melebihi', 'film', 'jumbo']",borong tiket harap lebih film jumbo
Sedihh aku belum sempat nonton film ini tapi ku ucapkan selamat dan salut kepada JUMBO dan seluruh tim penonton dan supporter film ini semoga selalu sukses ke depannya dan terus berkarya!! ,sedihh aku belum sempat nonton film ini tapi ku ucapkan selamat dan salut kepada jumbo dan seluruh tim penonton dan supporter film ini semoga selalu sukses ke depannya dan terus berkarya,"['sedihh', 'aku', 'belum', 'sempat', 'nonton', 'film', 'ini', 'tapi', 'ku', 'ucapkan', 'selamat', 'dan', 'salut', 'kepada', 'jumbo', 'dan', 'seluruh', 'tim', 'penonton', 'dan', 'supporter', 'film', 'ini', 'semoga', 'selalu', 'sukses', 'ke', 'depannya', 'dan', 'terus', 'berkarya']","['sedihh', 'nonton', 'film', 'ku', 'ucapkan', 'selamat', 'salut', 'jumbo', 'tim', 'penonton', 'supporter', 'film', 'semoga', 'sukses', 'depannya', 'berkarya']",sedihh nonton film ku ucap selamat salut jumbo tim tonton supporter film moga sukses depan karya
@Adriandhy Bang Ryan dan semua kawan-kawan di balik layar Jumbo terimakasih seJUMBO-JUMBOnya ya sudah bikin film sehangat dan sepenuh cinta ini. Ditunggu-tunggu karya-karya selanjutnyaaaa! ,bang ryan dan semua kawankawan di balik layar jumbo terimakasih sejumbojumbonya ya sudah bikin film sehangat dan sepenuh cinta ini ditunggutunggu karyakarya selanjutnyaaaa,"['bang', 'ryan', 'dan', 'semua', 'kawankawan', 'di', 'balik', 'layar', 'jumbo', 'terimakasih', 'sejumbojumbonya', 'ya', 'sudah', 'bikin', 'film', 'sehangat', 'dan', 'sepenuh', 'cinta', 'ini', 'ditunggutunggu', 'karyakarya', 'selanjutnyaaaa']","['bang', 'ryan', 'kawankawan', 'layar', 'jumbo', 'terimakasih', 'sejumbojumbonya', 'ya', 'bikin', 'film', 'sehangat', 'sepenuh', 'cinta', 'ditunggutunggu', 'karyakarya', 'selanjutnyaaaa']",bang ryan kawankawan layar jumbo terimakasih sejumbojumbonya ya bikin film hangat sepenuh cinta ditunggutunggu karyakarya selanjutnyaaaa
Diagram ini mewakili rasa jadi #BuzzerJUMBO Campur aduk banget! Senang haru bangga pokoknya sayang banget sama #JUMBO Kalian tuh bukan cuma penonton tapi bagian dari perjalanan film ini. Tanpa kalian film JUMBO nggak akan sebesar ini. Terima kasih yaa teman-teman https://t.co/utFy6YARja,diagram ini mewakili rasa jadi campur aduk banget senang haru bangga pokoknya sayang banget sama kalian tuh bukan cuma penonton tapi bagian dari perjalanan film ini tanpa kalian film jumbo nggak akan sebesar ini terima kasih yaa temanteman,"['diagram', 'ini', 'mewakili', 'rasa', 'jadi', 'campur', 'aduk', 'banget', 'senang', 'haru', 'bangga', 'pokoknya', 'sayang', 'banget', 'sama', 'kalian', 'tuh', 'bukan', 'cuma', 'penonton', 'tapi', 'bagian', 'dari', 'perjalanan', 'film', 'ini', 'tanpa', 'kalian', 'film', 'jumbo', 'nggak', 'akan', 'sebesar', 'ini', 'terima', 'kasih', 'yaa', 'temanteman']","['diagram', 'mewakili', 'campur', 'aduk', 'banget', 'senang', 'haru', 'bangga', 'pokoknya', 'sayang', 'banget', 'tuh', 'penonton', 'perjalanan', 'film', 'film', 'jumbo', 'nggak', 'terima', 'kasih', 'yaa', 'temanteman']",diagram wakil campur aduk banget senang haru bangga pokok sayang banget tuh tonton jalan film film jumbo nggak terima kasih yaa temanteman
